UniverName,Name,Code,Scholarship,Contract,PSchol,PCont,Lang,Type,FirstSub,SecondSub
Toshkent Irrigatsiya Va Qishloq Xo Jaligini Mexanizatsiyalash Muhandislari Instituti Qarshi Filiali,Yer kadastri va yerdan foydalanish,5410700,75.9,65.9,40,35,uz,kunduzgi,Matematika,Geografiya
Toshkent Axborot Texnologiyalari Universiteti Qarshi Filiali,Axborot xavfsizligi (sohalar bo‘yicha),5330300,160.9,142.4,86,76,uz,kunduzgi,Matematika,Fizika
Toshkent Axborot Texnologiyalari Universiteti Qarshi Filiali,Dasturiy injiniring,5330600,151.6,126.6,81,68,uz,kunduzgi,Matematika,Fizika
Toshkent Axborot Texnologiyalari Universiteti Qarshi Filiali,Kompyuter injiniringi: AT-Servis,5330502,126.0,97.6,67,52,uz,kunduzgi,Matematika,Fizika
Toshkent Axborot Texnologiyalari Universiteti Qarshi Filiali,Kompyuter injiniringi: “Kompyuter injiniringi”,5330501,120.0,110.1,64,59,uz,kunduzgi,Matematika,Fizika
Toshkent Axborot Texnologiyalari Universiteti Qarshi Filiali,Telekommunikatsiya texnologiyalari (“Telekommunikatsiyalar”),5350101,123.2,101.4,66,54,uz,kunduzgi,Matematika,Fizika
Qoqon Davlat Pedagogika Instituti,Biologiya,5110400,160.9,145.3,86,78,uz,kunduzgi,Biologiya,Kimyo
Qoqon Davlat Pedagogika Instituti,Boshlang‘ich ta’lim,5111700,151.6,129.4,81,69,uz,kunduzgi,Matematika,Ona tili
Qoqon Davlat Pedagogika Instituti,Defektologiya: logopediya,5111901,154.2,131.8,82,70,uz,kunduzgi,Biologiya,Ona tili
Qoqon Davlat Pedagogika Instituti,Defektologiya: oligofrenopedagogika,5111903,142.0,116.7,76,62,uz,kunduzgi,Biologiya,Ona tili
Qoqon Davlat Pedagogika Instituti,Defektologiya: surdopedagogika,5111902,154.8,119.7,83,64,uz,kunduzgi,Biologiya,Ona tili
Qoqon Davlat Pedagogika Instituti,Fizika va astronomiya,5110200,154.6,123.0,83,66,uz,kunduzgi,NaN,NaN
Qoqon Davlat Pedagogika Instituti,Geografiya va iqtisodiy bilim asoslari,5110500,114.3,85.2,61,45,uz,kunduzgi,Matematika,Geografiya
Qoqon Davlat Pedagogika Instituti,Kimyo,5110300,104.3,76.0,56,40,uz,kunduzgi,Kimyo,Matematika
Qoqon Davlat Pedagogika Instituti,Maktab menejmenti,5611700,134.6,109.4,72,58,uz,kunduzgi,Matematika,Chet tili
Qoqon Davlat Pedagogika Instituti,Maktabgacha ta’lim,5111800,150.9,113.8,81,61,uz,kunduzgi,Biologiya,Ona tili
Qoqon Davlat Pedagogika Instituti,Maktabgacha va boshlang‘ich ta’limda xorijiy til (ingliz tili),5112200,164.2,157.4,88,84,uz,kunduzgi,Chet tili,Ona tili
Qoqon Davlat Pedagogika Instituti,Matematika va informatika,5110100,163.8,135.6,88,72,uz,kunduzgi,Matematika,Fizika
Qoqon Davlat Pedagogika Instituti,"Milliy g‘oya, ma’naviyat asoslari va huquq ta’limi",5111600,164.0,144.9,88,77,uz,kunduzgi,Tarix,Ona tili
Qoqon Davlat Pedagogika Instituti,O‘zbek tili va adabiyoti,5111200,176.6,167.1,94,89,uz,kunduzgi,Ona tili,Tarix
Qoqon Davlat Pedagogika Instituti,Pedagogika va psixologiya,5110900,154.5,113.7,83,61,uz,kunduzgi,Biologiya,Ona tili
Qoqon Davlat Pedagogika Instituti,Psixologiya: amaliy psixologiya,5210203,107.2,91.2,57,49,uz,kunduzgi,Biologiya,Ona tili
Qoqon Davlat Pedagogika Instituti,Tarix,5110600,161.0,148.2,86,79,uz,kunduzgi,Tarix,Geografiya
Qoqon Davlat Pedagogika Instituti,Texnologik ta’lim,5112100,125.9,94.5,67,50,uz,kunduzgi,Matematika,Fizika
Qoqon Davlat Pedagogika Instituti,Xorijiy til va adabiyoti: ingliz tili,5111400,182.8,166.9,98,89,uz,kunduzgi,Ona tili,Chet tili
Toshkent Davlat Texnika Universiteti Qo Qon Filiali,"Elektr texnikasi, elektr mexanikasi va elektr texnologiyalari (tarmoqlar bo‘yicha)",5310700,93.9,84.5,50,45,uz,kunduzgi,Matematika,Fizika
Toshkent Davlat Texnika Universiteti Qo Qon Filiali,Elektron apparaturalar ishlab chiqarish texnologiyasi,5321900,81.8,72.3,43,38,uz,kunduzgi,Matematika,Fizika
Toshkent Davlat Texnika Universiteti Qo Qon Filiali,Elektronika va asbobsozlik (tarmoqlar bo‘yicha),5310800,78.9,69.7,42,37,uz,kunduzgi,Matematika,Fizika
Toshkent Davlat Texnika Universiteti Qo Qon Filiali,Materialshunoslik va yangi materiallar texnologiyasi (tarmoqlar bo‘yicha),5320100,72.2,66.1,38,35,uz,kunduzgi,Kimyo,Matematika
Toshkent Davlat Texnika Universiteti Qo Qon Filiali,Texnologik mashinalar va jihozlar (tarmoqlar bo‘yicha),5320300,94.7,88.3,50,47,uz,kunduzgi,Matematika,Fizika
Toshkent Pediatriya Tibbiyot Institutining Nukus Filiali,Farmatsiya (turlari bo‘yicha),5510500,148.2,144.8,79,77,uz,kunduzgi,Biologiya,Kimyo
Toshkent Pediatriya Tibbiyot Institutining Nukus Filiali,Oliy hamshiralik ishi,5510700,123.3,97.8,66,52,uz,kunduzgi,Biologiya,Ona tili
Toshkent Pediatriya Tibbiyot Institutining Nukus Filiali,Stomatologiya (yo‘nalishlar bo‘yicha),5510400,169.8,163.7,91,88,uz,kunduzgi,Biologiya,Kimyo
Toshkent Pediatriya Tibbiyot Institutining Nukus Filiali,Tibbiy profilaktika ishi,5510300,141.5,135.1,76,72,uz,kunduzgi,Biologiya,Kimyo
Navoiy Davlat Konchilik Instituti,Elektr energetikasi (tarmoqlar va yo‘nalishlar bo‘yicha),5310200,167.2,129.5,89,69,uz,kunduzgi,Matematika,Fizika
Navoiy Davlat Konchilik Instituti,Energetika (tarmoqlar bo‘yicha),5310100,138.9,110.3,74,59,uz,kunduzgi,Matematika,Fizika
Navoiy Davlat Konchilik Instituti,Iqtisodiyot (tarmoqlar va sohalar bo‘yicha),5230100,164.0,129.4,88,69,uz,kunduzgi,Matematika,Chet tili
Navoiy Davlat Konchilik Instituti,Kimyoviy texnologiya (ishlab chiqarish turlari bo‘yicha),5320400,104.0,88.1,55,47,uz,kunduzgi,Kimyo,Matematika
Navoiy Davlat Konchilik Instituti,Konchilik elektr mexanikasi,5312200,141.3,116.4,75,62,uz,kunduzgi,Matematika,Fizika
Navoiy Davlat Konchilik Instituti,Konchilik ishi (faoliyat turlari bo‘yicha),5311600,157.4,113.1,84,60,uz,kunduzgi,Matematika,Fizika
Navoiy Davlat Konchilik Instituti,"Mashinasozlik texnologiyasi, mashinasozlik ishlab chiqarishini jihozlash va avtomatlashtirish",5320200,157.6,117.0,84,62,uz,kunduzgi,Matematika,Fizika
Navoiy Davlat Konchilik Instituti,Metallurgiya,5310300,113.3,94.4,60,50,uz,kunduzgi,Kimyo,Matematika
Navoiy Davlat Konchilik Instituti,"Metrologiya, standartlashtirish va mahsulot sifati menejmenti (tarmoqlar bo‘yicha)",5310900,131.9,91.2,70,49,uz,kunduzgi,Matematika,Fizika
Navoiy Davlat Konchilik Instituti,"Noyob va radioaktiv metallar rudalarini qazib olish, qayta ishlash texnikasi va texnologiyasi",5321100,97.7,81.8,52,43,uz,kunduzgi,Kimyo,Matematika
Navoiy Davlat Konchilik Instituti,Texnologik jarayonlar va ishlab chiqarishni avtomatlashtirish va boshqarish (tarmoqlar bo‘yicha),5311000,179.5,144.6,96,77,uz,kunduzgi,Matematika,Fizika
Navoiy Davlat Konchilik Instituti,Texnologik mashinalar va jihozlar (tarmoqlar bo‘yicha),5320300,135.5,107.5,72,57,uz,kunduzgi,Matematika,Fizika
Navoiy Davlat Pedagogika Instituti,Biologiya,5110400,163.8,145.1,88,78,uz,kunduzgi,Biologiya,Kimyo
Navoiy Davlat Pedagogika Instituti,Boshlang‘ich ta’lim,5111700,157.8,120.7,84,64,uz,kunduzgi,Matematika,Ona tili
Navoiy Davlat Pedagogika Instituti,Fizika va astronomiya,5110200,147.9,107.2,79,57,uz,kunduzgi,NaN,NaN
Navoiy Davlat Pedagogika Instituti,Geografiya va iqtisodiy bilim asoslari,5110500,120.4,85.7,64,46,uz,kunduzgi,Matematika,Geografiya
Navoiy Davlat Pedagogika Instituti,Kimyo,5110300,126.0,78.6,67,42,uz,kunduzgi,Kimyo,Matematika
Navoiy Davlat Pedagogika Instituti,Maktab menejmenti,5611700,128.9,104.0,69,55,uz,kunduzgi,Matematika,Chet tili
Navoiy Davlat Pedagogika Instituti,Maktabgacha ta’lim,5111800,151.2,107.2,81,57,uz,kunduzgi,Biologiya,Ona tili
Navoiy Davlat Pedagogika Instituti,Matematika va informatika,5110100,167.0,123.4,89,66,uz,kunduzgi,Matematika,Fizika
Navoiy Davlat Pedagogika Instituti,"Milliy g‘oya, ma’naviyat asoslari va huquq ta’limi",5111600,170.2,148.4,91,79,uz,kunduzgi,Tarix,Ona tili
Navoiy Davlat Pedagogika Instituti,O‘zbek tili va adabiyoti,5111200,176.5,163.9,94,88,uz,kunduzgi,Ona tili,Tarix
Navoiy Davlat Pedagogika Instituti,Pedagogika va psixologiya,5110900,189.0,101.2,101,54,uz,kunduzgi,Biologiya,Ona tili
Navoiy Davlat Pedagogika Instituti,Tarix,5110600,164.0,145.3,88,78,uz,kunduzgi,Tarix,Geografiya
Navoiy Davlat Pedagogika Instituti,Texnologik ta’lim,5112100,112.7,84.8,60,45,uz,kunduzgi,Matematika,Fizika
Navoiy Davlat Pedagogika Instituti,Xorijiy til va adabiyoti: ingliz tili,5111400,185.9,163.7,99,88,uz,kunduzgi,Ona tili,Chet tili
Namangan Davlat Universiteti,Amaliy matematika,5130200,151.3,132.8,81,71,uz,kunduzgi,Matematika,Fizika
Namangan Davlat Universiteti,Arxeologiya,5120400,145.2,139.3,78,74,uz,kunduzgi,Tarix,Geografiya
Namangan Davlat Universiteti,Arxivshunoslik,5220300,117.4,95.3,63,51,uz,kunduzgi,Matematika,Tarix
Namangan Davlat Universiteti,Biologiya (turlari bo‘yicha),5140100,163.8,151.3,88,81,uz,kunduzgi,Biologiya,Kimyo
Namangan Davlat Universiteti,Biotexnologiya (tarmoqlar bo‘yicha),5320500,125.7,94.1,67,50,uz,kunduzgi,Biologiya,Kimyo
Namangan Davlat Universiteti,Boshlang‘ich ta’lim,5111700,154.9,132.1,83,71,uz,kunduzgi,Matematika,Ona tili
Namangan Davlat Universiteti,Defektologiya: logopediya,5111901,161.0,132.2,86,71,uz,kunduzgi,Biologiya,Ona tili
Namangan Davlat Universiteti,Dorivor o‘simliklarni yetishtirish va qayta ishlash texnologiyasi,5411100,145.4,136.1,78,73,uz,kunduzgi,Biologiya,Kimyo
Namangan Davlat Universiteti,Ekologiya va atrof-muhit muhofazasi (tarmoqlar va sohalar bo‘yicha),5630100,109.5,81.8,58,43,uz,kunduzgi,Biologiya,Kimyo
Namangan Davlat Universiteti,Filologiya va tillarni o‘qitish: ingliz tili,5120112,176.6,166.8,94,89,uz,kunduzgi,Chet tili,Ona tili
Namangan Davlat Universiteti,Filologiya va tillarni o‘qitish: nemis tili,5120113,138.6,90.9,74,48,uz,kunduzgi,NaN,NaN
Namangan Davlat Universiteti,Filologiya va tillarni o‘qitish: o‘zbek tili,5120101,166.9,141.9,89,76,uz,kunduzgi,Ona tili,Chet tili
Namangan Davlat Universiteti,Fizika,5140200,151.0,116.5,81,62,uz,kunduzgi,Matematika,Fizika
Namangan Davlat Universiteti,Geografiya,5140600,113.7,88.2,61,47,uz,kunduzgi,Matematika,Geografiya
Namangan Davlat Universiteti,Hayotiy faoliyat xavfsizligi,5640100,120.0,101.2,64,54,uz,kunduzgi,Matematika,Fizika
Namangan Davlat Universiteti,Ijtimoiy ish: oila va bolalar bilan ishlash,5520102,128.8,72.3,69,38,uz,kunduzgi,Matematika,Chet tili
Namangan Davlat Universiteti,Iqtisodiyot (tarmoqlar va sohalar bo‘yicha),5230100,176.3,145.0,94,77,uz,kunduzgi,Matematika,Chet tili
Namangan Davlat Universiteti,Issiqxona xo‘jaligini tashkil etish va yuritish,5411700,119.9,104.3,64,56,uz,kunduzgi,Biologiya,Kimyo
Namangan Davlat Universiteti,Kimyo (turlari bo‘yicha),5140500,109.8,81.5,59,43,uz,kunduzgi,Kimyo,Matematika
Namangan Davlat Universiteti,Kutubxona-axborot faoliyati (faoliyat turlari bo‘yicha),5350600,131.9,99.7,70,53,uz,kunduzgi,Matematika,Ona tili
Namangan Davlat Universiteti,Madaniyat va san’at muassasalarini tashkil etish hamda boshqarish,5151700,157.8,144.8,84,77,uz,kunduzgi,Tarix,Ona tili
Namangan Davlat Universiteti,Maktabgacha ta’lim,5111800,144.7,110.3,77,59,uz,kunduzgi,Biologiya,Ona tili
Namangan Davlat Universiteti,Maktabgacha va boshlang‘ich ta’limda xorijiy til (ingliz tili),5112200,164.2,157.6,88,84,uz,kunduzgi,Chet tili,Ona tili
Namangan Davlat Universiteti,Matematika,5130100,167.3,142.1,89,76,uz,kunduzgi,Matematika,Fizika
Namangan Davlat Universiteti,Mehmonxona xo‘jaligini tashkil etish va boshqarish,5610200,135.0,114.2,72,61,uz,kunduzgi,Matematika,Chet tili
Namangan Davlat Universiteti,Mevachilik va uzumchilik,5411000,113.7,94.9,61,51,uz,kunduzgi,Biologiya,Kimyo
Namangan Davlat Universiteti,"Milliy g‘oya, ma’naviyat asoslari va huquq ta’limi",5111600,151.7,141.6,81,76,uz,kunduzgi,Tarix,Ona tili
Namangan Davlat Universiteti,Pedagogika va psixologiya,5110900,163.8,119.5,88,64,uz,kunduzgi,Biologiya,Ona tili
Namangan Davlat Universiteti,Psixologiya: amaliy psixologiya,5210203,123.2,94.0,66,50,uz,kunduzgi,Biologiya,Ona tili
Namangan Davlat Universiteti,"Sabzavotchilik, polizchilik va kartoshkachilik",5411600,110.4,94.7,59,50,uz,kunduzgi,Biologiya,Kimyo
Namangan Davlat Universiteti,Sotsiologiya,5210100,119.6,94.0,64,50,uz,kunduzgi,Matematika,Ona tili
Namangan Davlat Universiteti,Tarix (mamlakatlar va yo‘nalishlar bo‘yicha),5120300,164.1,154.7,88,83,uz,kunduzgi,Tarix,Geografiya
Namangan Davlat Universiteti,Texnologik ta’lim,5112100,110.2,88.2,59,47,uz,kunduzgi,Matematika,Fizika
Namangan Davlat Universiteti,Turizm (faoliyat yo‘nalishlari bo‘yicha ),5610300,163.6,153.8,87,82,uz,kunduzgi,Tarix,Chet tili
Namangan Davlat Universiteti,Xorijiy til va adabiyoti: ingliz tili,5111400,185.8,173.4,99,93,uz,kunduzgi,Ona tili,Chet tili
Namangan Davlat Universiteti,Yurisprudensiya (faoliyat turlari bo‘yicha),5240101,179.4,163.9,96,88,uz,kunduzgi,Tarix,Chet tili
Namangan Davlat Universiteti,Zooinjeneriya: baliqchilik,5410601,123.2,101.5,66,54,uz,kunduzgi,Biologiya,Kimyo
Namangan Muhandislik Pedagogika Instituti,Avtomobilsozlik va traktorsozlik,5310500,85.3,72.3,45,38,uz,kunduzgi,Matematika,Fizika
Namangan Muhandislik Pedagogika Instituti,Axborot tizimlari va texnologiyalari (tarmoqlar va sohalar bo‘yicha),5330200,138.9,104.1,74,55,uz,kunduzgi,NaN,NaN
Namangan Muhandislik Pedagogika Instituti,Bino va inshootlar qurilishi (turlari bo‘yicha),5340200,104.5,75.6,56,40,uz,kunduzgi,Matematika,Fizika
Namangan Muhandislik Pedagogika Instituti,Buxgalteriya hisobi va audit (tarmoqlar bo‘yicha),5230900,128.2,97.8,68,52,uz,kunduzgi,Matematika,Chet tili
Namangan Muhandislik Pedagogika Instituti,Ekologiya va atrof-muhit muhofazasi (tarmoqlar va sohalar bo‘yicha),5630100,81.6,75.0,43,40,uz,kunduzgi,Biologiya,Kimyo
Namangan Muhandislik Pedagogika Instituti,Elektr energetikasi (tarmoqlar va yo‘nalishlar bo‘yicha),5310200,117.4,84.9,63,45,uz,kunduzgi,Matematika,Fizika
Namangan Muhandislik Pedagogika Instituti,Iqtisodiyot (tarmoqlar va sohalar bo‘yicha),5230100,141.5,113.0,76,60,uz,kunduzgi,Matematika,Chet tili
Namangan Muhandislik Pedagogika Instituti,Kimyoviy texnologiya (ishlab chiqarish turlari bo‘yicha),5320400,78.9,69.1,42,37,uz,kunduzgi,Kimyo,Matematika
Namangan Muhandislik Pedagogika Instituti,Korporativ boshqaruv,5231900,141.3,100.9,75,54,uz,kunduzgi,Matematika,Chet tili
Namangan Muhandislik Pedagogika Instituti,"Mashinasozlik texnologiyasi, mashinasozlik ishlab chiqarishini jihozlash va avtomatlashtirish",5320200,94.6,75.4,50,40,uz,kunduzgi,Matematika,Fizika
Namangan Muhandislik Pedagogika Instituti,Mehnat muhofazasi va texnika xavfsizligi (tarmoqlar bo‘yicha),5640200,107.3,72.4,57,38,uz,kunduzgi,Matematika,Fizika
Namangan Muhandislik Pedagogika Instituti,Menejment (tarmoqlar va sohalar bo‘yicha),5230200,154.4,113.0,83,60,uz,kunduzgi,Matematika,Chet tili
Namangan Muhandislik Pedagogika Instituti,"Metrologiya, standartlashtirish va mahsulot sifati menejmenti (tarmoqlar bo‘yicha)",5310900,91.6,72.5,49,38,uz,kunduzgi,Matematika,Fizika
Namangan Muhandislik Pedagogika Instituti,Muhandislik kommunikatsiyalari qurilishi va montaji (turlari bo‘yicha),5340400,97.9,66.5,52,35,uz,kunduzgi,Matematika,Fizika
Namangan Muhandislik Pedagogika Instituti,Muqobil energiya manbalari (turlari bo‘yicha),5312400,94.5,78.7,50,42,uz,kunduzgi,Matematika,Fizika
Namangan Muhandislik Pedagogika Instituti,Qishloq xo‘jaligini mexanizatsiyalashtirish,5430100,69.5,65.9,37,35,uz,kunduzgi,Matematika,Fizika
Namangan Muhandislik Pedagogika Instituti,"Qurilish materiallari, buyumlari va konstruksiyalarini ishlab chiqarish",5340500,78.6,66.1,42,35,uz,kunduzgi,Matematika,Fizika
Namangan Muhandislik Pedagogika Instituti,Shahar qurilishi hamda kommunal infratuzilmani tashkil etish va boshqarish,5340300,79.2,66.3,42,35,uz,kunduzgi,Matematika,Fizika
Namangan Muhandislik Pedagogika Instituti,Texnologik jarayonlarni boshqarishning axborot-kommunikatsiya tizimlari,5321700,98.5,78.8,52,42,uz,kunduzgi,Matematika,Fizika
Namangan Muhandislik Pedagogika Instituti,Texnologik mashinalar va jihozlar (tarmoqlar bo‘yicha),5320300,94.7,66.2,50,35,uz,kunduzgi,Matematika,Fizika
Namangan Muhandislik Pedagogika Instituti,Transport logistikasi (transport turlari bo‘yicha),5620100,132.3,78.8,71,42,uz,kunduzgi,Matematika,Fizika
Namangan Muhandislik Pedagogika Instituti,Transport vositalari muhandisligi (turlari bo‘yicha),5310600,101.6,69.4,54,37,uz,kunduzgi,Matematika,Fizika
Namangan Muhandislik Pedagogika Instituti,Yo‘l harakatini tashkil etish,5620400,88.5,75.5,47,40,uz,kunduzgi,Matematika,Fizika
Namangan Muhandislik Pedagogika Instituti,Yo‘l muhandisligi (sohalar va faoliyat turlari bo‘yicha),5340600,88.5,69.2,47,37,uz,kunduzgi,Matematika,Fizika
Namangan Muhandislik Texnologiya Instituti,Buxgalteriya hisobi va audit (tarmoqlar bo‘yicha),5230900,154.1,112.9,82,60,uz,kunduzgi,Matematika,Chet tili
Namangan Muhandislik Texnologiya Instituti,Elektr energetikasi (tarmoqlar va yo‘nalishlar bo‘yicha),5310200,110.6,75.9,59,40,uz,kunduzgi,Matematika,Fizika
Namangan Muhandislik Texnologiya Instituti,Energetika (tarmoqlar bo‘yicha),5310100,98.6,75.5,53,40,uz,kunduzgi,Matematika,Fizika
Namangan Muhandislik Texnologiya Instituti,Iqtisodiyot (tarmoqlar va sohalar bo‘yicha),5230100,164.0,125.0,88,67,uz,kunduzgi,Matematika,Chet tili
Namangan Muhandislik Texnologiya Instituti,Kimyoviy texnologiya (ishlab chiqarish turlari bo‘yicha),5320400,78.4,69.5,42,37,uz,kunduzgi,Kimyo,Matematika
Namangan Muhandislik Texnologiya Instituti,Manzarali bog‘dorchilik va ko‘kalamzorlashtirish,5411200,72.5,66.2,38,35,uz,kunduzgi,Biologiya,Kimyo
Namangan Muhandislik Texnologiya Instituti,Marketing (tarmoqlar va sohalar bo‘yicha),5230400,144.2,106.6,77,57,uz,kunduzgi,Matematika,Chet tili
Namangan Muhandislik Texnologiya Instituti,Matbaa va qadoqlash jarayonlari texnologiyasi,5320800,69.2,66.1,37,35,uz,kunduzgi,Kimyo,Matematika
Namangan Muhandislik Texnologiya Instituti,Materialshunoslik va yangi materiallar texnologiyasi (tarmoqlar bo‘yicha),5320100,69.0,66.1,37,35,uz,kunduzgi,Kimyo,Matematika
Namangan Muhandislik Texnologiya Instituti,Menejment (tarmoqlar va sohalar bo‘yicha),5230200,160.3,117.1,86,62,uz,kunduzgi,Matematika,Chet tili
Namangan Muhandislik Texnologiya Instituti,"Metrologiya, standartlashtirish va mahsulot sifati menejmenti (tarmoqlar bo‘yicha)",5310900,78.9,72.3,42,38,uz,kunduzgi,Matematika,Fizika
Namangan Muhandislik Texnologiya Instituti,Oziq-ovqat texnologiyasi (mahsulot turlari bo‘yicha),5321000,87.9,72.5,47,38,uz,kunduzgi,Biologiya,Kimyo
Namangan Muhandislik Texnologiya Instituti,Qishloq xo‘jalik mahsulotlarini saqlash va dastlabki ishlash texnologiyasi (mahsulotlar turlari bo‘yicha),5410500,88.2,69.2,47,37,uz,kunduzgi,Biologiya,Kimyo
Namangan Muhandislik Texnologiya Instituti,Tabiiy tolalarni dastlabki ishlash texnologiyasi (xom ashyo va jarayon turlari bo‘yicha),5321200,76.0,66.4,40,35,uz,kunduzgi,Matematika,Fizika
Namangan Muhandislik Texnologiya Instituti,Texnologik jarayonlar va ishlab chiqarishni avtomatlashtirish va boshqarish (tarmoqlar bo‘yicha),5311000,85.0,75.4,45,40,uz,kunduzgi,Matematika,Fizika
Namangan Muhandislik Texnologiya Instituti,Texnologik jarayonlarni boshqarishning axborot-kommunikatsiya tizimlari,5321700,91.8,72.4,49,38,uz,kunduzgi,Matematika,Fizika
Namangan Muhandislik Texnologiya Instituti,Texnologik mashinalar va jihozlar (tarmoqlar bo‘yicha),5320300,76.2,66.9,40,35,uz,kunduzgi,Matematika,Fizika
Namangan Muhandislik Texnologiya Instituti,Yengil sanoat buyumlari konstruksiyasini ishlash va texnologiyasi (ishlab chiqarish turlari bo‘yicha),5320900,79.0,69.2,42,37,uz,kunduzgi,Matematika,Fizika
Namangan Muhandislik Texnologiya Instituti,Yengil sanoat texnologiyalari va jihozlari (ishlab chiqarish turlari bo‘yicha),5321500,75.9,69.4,40,37,uz,kunduzgi,Matematika,Fizika
Ozbekiston Milliy Universiteti,Agrokimyo va agrotuproqshunoslik,5410100,157.5,132.8,84,71,uz,kunduzgi,Biologiya,Kimyo
Ozbekiston Milliy Universiteti,Amaliy matematika,5130200,170.3,151.6,91,81,uz,kunduzgi,Matematika,Fizika
Ozbekiston Milliy Universiteti,Antropologiya va etnologiya,5121400,157.7,148.3,84,79,uz,kunduzgi,Tarix,Geografiya
Ozbekiston Milliy Universiteti,Arxeologiya,5120400,160.7,145.5,86,78,uz,kunduzgi,Tarix,Geografiya
Ozbekiston Milliy Universiteti,Arxivshunoslik,5220300,120.3,103.9,64,55,uz,kunduzgi,Matematika,Tarix
Ozbekiston Milliy Universiteti,Astronomiya,5140400,135.7,113.0,72,60,uz,kunduzgi,Matematika,Fizika
Ozbekiston Milliy Universiteti,Axborot tizimlari va texnologiyalari (tarmoqlar va sohalar bo‘yicha),5330200,160.8,129.0,86,69,uz,kunduzgi,NaN,NaN
Ozbekiston Milliy Universiteti,Axborot xavfsizligi (sohalar bo‘yicha),5330300,170.2,145.4,91,78,uz,kunduzgi,Matematika,Fizika
Ozbekiston Milliy Universiteti,Axborot xizmati va jamoatchilik bilan aloqalar,5220200,129.9,101.3,69,54,uz,kunduzgi,Ona tili,Chet tili
Ozbekiston Milliy Universiteti,Biologiya (turlari bo‘yicha),5140100,164.1,158.0,88,84,uz,kunduzgi,Biologiya,Kimyo
Ozbekiston Milliy Universiteti,Ekologiya va atrof-muhit muhofazasi (tarmoqlar va sohalar bo‘yicha),5630100,135.6,115.9,72,62,uz,kunduzgi,Biologiya,Kimyo
Ozbekiston Milliy Universiteti,Ekonometrika,5232200,163.7,138.3,88,74,uz,kunduzgi,Matematika,Chet tili
Ozbekiston Milliy Universiteti,Falsafa (yo‘nalishlar bo‘yicha),5120500,167.0,157.5,89,84,uz,kunduzgi,Tarix,Ona tili
Ozbekiston Milliy Universiteti,Filologiya va tillarni o‘qitish: fransuz tili,5120114,154.0,135.4,82,72,uz,kunduzgi,NaN,NaN
Ozbekiston Milliy Universiteti,Filologiya va tillarni o‘qitish: ingliz tili,5120112,179.7,170.2,96,91,uz,kunduzgi,Chet tili,Ona tili
Ozbekiston Milliy Universiteti,Filologiya va tillarni o‘qitish: nemis tili,5120113,128.5,100.4,69,53,uz,kunduzgi,NaN,NaN
Ozbekiston Milliy Universiteti,Filologiya va tillarni o‘qitish: o‘zbek tili,5120101,173.5,151.7,93,81,uz,kunduzgi,Ona tili,Chet tili
Ozbekiston Milliy Universiteti,Fizika,5140200,173.1,138.2,93,74,uz,kunduzgi,Matematika,Fizika
Ozbekiston Milliy Universiteti,"Geodeziya, kartografiya va kadastr (funksiyalari bo‘yicha)",5311500,122.1,75.6,65,40,uz,kunduzgi,Matematika,Geografiya
Ozbekiston Milliy Universiteti,Geografiya,5140600,138.5,104.9,74,56,uz,kunduzgi,Matematika,Geografiya
Ozbekiston Milliy Universiteti,Geologiya (faoliyat sohasi bo‘yicha),5140800,103.1,75.2,55,40,uz,kunduzgi,Matematika,Geografiya
Ozbekiston Milliy Universiteti,Gidrologiya (tarmoqlar bo‘yicha),5141100,72.6,69.1,39,37,uz,kunduzgi,Matematika,Geografiya
Ozbekiston Milliy Universiteti,Gidrometeorologiya,5140700,104.5,82.5,56,44,uz,kunduzgi,Matematika,Geografiya
Ozbekiston Milliy Universiteti,Ijtimoiy ish: oila va bolalar bilan ishlash,5520102,129.4,73.0,69,39,uz,kunduzgi,Matematika,Chet tili
Ozbekiston Milliy Universiteti,Ijtimoiy ish: pensiya ta’minoti,5520101,154.4,106.4,83,57,uz,kunduzgi,Biologiya,Ona tili
Ozbekiston Milliy Universiteti,Inson resurslarini boshqarish,5231600,170.1,142.0,91,76,uz,kunduzgi,Matematika,Chet tili
Ozbekiston Milliy Universiteti,Iqtisodiyot (tarmoqlar va sohalar bo‘yicha),5230100,176.4,157.0,94,84,uz,kunduzgi,Matematika,Chet tili
Ozbekiston Milliy Universiteti,Kimyo (turlari bo‘yicha),5140500,135.2,94.6,72,50,uz,kunduzgi,Kimyo,Matematika
Ozbekiston Milliy Universiteti,Kompyuter ilmlari va dasturlash texnologiyalari (yo‘nalishlar bo‘yicha),5330100,164.0,119.6,88,64,uz,kunduzgi,Matematika,Fizika
Ozbekiston Milliy Universiteti,Matematik injiniring (ishlab chiqarish sohalari bo‘yicha),5130300,167.3,123.2,89,66,uz,kunduzgi,Matematika,Fizika
Ozbekiston Milliy Universiteti,Matematika,5130100,182.7,170.3,98,91,uz,kunduzgi,Matematika,Fizika
Ozbekiston Milliy Universiteti,Menejment (sport tadbirlarini tashkil etish va boshqarish),5230213,125.4,103.3,67,55,uz,kunduzgi,Matematika,Chet tili
Ozbekiston Milliy Universiteti,Mexanika va matematika modellashtirish,5140300,154.7,122.6,83,65,uz,kunduzgi,Matematika,Fizika
Ozbekiston Milliy Universiteti,"Milliy g‘oya, ma’naviyat asoslari va huquq ta’limi",5111600,182.8,170.0,98,91,uz,kunduzgi,Tarix,Ona tili
